Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[3976]   0.0    0.00    0.00       5         void std::_Destroy<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*, std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > >(std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*, std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*, std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > >&) [3976]
                0.00    0.00       5/5           void std::_Destroy<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*>(std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*, std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*) [3975]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator_traits<std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > > >::deallocate(std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > >&, std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*, unsigned long long) [4004]
[3977]   0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > >::deallocate(std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*, unsigned long long) [3977]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator_traits<std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > > >::allocate(std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > >&, unsigned long long) [4005]
[3978]   0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > >::allocate(unsigned long long, void const*) [3978]
                0.00    0.00       4/12          __gnu_cxx::new_allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > >::max_size() const [3852]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > >::allocator<std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false> >(std::allocator<std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false> > const&) [3991]
[3979]   0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > >::new_allocator() [3979]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > >::~allocator() [3992]
[3980]   0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > >::~new_allocator() [3980]
-----------------------------------------------
                0.00    0.00       4/4           entityx::BasePool::~BasePool() [4073]
[3981]   0.0    0.00    0.00       4         bool __gnu_cxx::operator!=<char**, std::vector<char*, std::allocator<char*> > >(__gnu_cxx::__normal_iterator<char**, std::vector<char*, std::allocator<char*> > > const&, __gnu_cxx::__normal_iterator<char**, std::vector<char*, std::allocator<char*> > > const&) [3981]
                0.00    0.00       8/16          __gnu_cxx::__normal_iterator<char**, std::vector<char*, std::allocator<char*> > >::base() const [3834]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::max_size() const [3985]
[3982]   0.0    0.00    0.00       4         std::_Vector_base<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::_M_get_Tp_allocator() const [3982]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::max_size() const [3986]
[3983]   0.0    0.00    0.00       4         std::_Vector_base<entityx::BasePool*, std::allocator<entityx::BasePool*> >::_M_get_Tp_allocator() const [3983]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<char*, std::allocator<char*> >::max_size() const [3987]
[3984]   0.0    0.00    0.00       4         std::_Vector_base<char*, std::allocator<char*> >::_M_get_Tp_allocator() const [3984]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::_M_check_len(unsigned long long, char const*) const [4103]
[3985]   0.0    0.00    0.00       4         std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::max_size() const [3985]
                0.00    0.00       4/4           std::_Vector_base<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::_M_get_Tp_allocator() const [3982]
                0.00    0.00       4/4           std::allocator_traits<std::allocator<entityx::BaseComponentHelper*> >::max_size(std::allocator<entityx::BaseComponentHelper*> const&) [4001]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::_M_check_len(unsigned long long, char const*) const [4104]
[3986]   0.0    0.00    0.00       4         std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::max_size() const [3986]
                0.00    0.00       4/4           std::_Vector_base<entityx::BasePool*, std::allocator<entityx::BasePool*> >::_M_get_Tp_allocator() const [3983]
                0.00    0.00       4/4           std::allocator_traits<std::allocator<entityx::BasePool*> >::max_size(std::allocator<entityx::BasePool*> const&) [4002]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<char*, std::allocator<char*> >::_M_check_len(unsigned long long, char const*) const [4105]
[3987]   0.0    0.00    0.00       4         std::vector<char*, std::allocator<char*> >::max_size() const [3987]
                0.00    0.00       4/4           std::_Vector_base<char*, std::allocator<char*> >::_M_get_Tp_allocator() const [3984]
                0.00    0.00       4/4           std::allocator_traits<std::allocator<char*> >::max_size(std::allocator<char*> const&) [4003]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >, std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > > >::_M_default_append(unsigned long long) [3958]
[3988]   0.0    0.00    0.00       4         std::vector<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >, std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > > >::_M_check_len(unsigned long long, char const*) const [3988]
                0.00    0.00      16/698         std::vector<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >, std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > > >::size() const [3612]
                0.00    0.00       8/8           std::vector<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >, std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > > >::max_size() const [3883]
                0.00    0.00       4/34          unsigned long long const& std::max<unsigned long long>(unsigned long long const&, unsigned long long const&) [3803]
-----------------------------------------------
                0.00    0.00       1/4           std::__detail::_Hash_code_base<unsigned long long, std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, std::__detail::_Select1st, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false> const*, unsigned long long) const [4244]
                0.00    0.00       3/4           std::__detail::_Hash_code_base<unsigned long long, std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, std::__detail::_Select1st, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned long long const&, unsigned long long, unsigned long long) const [4047]
[3989]   0.0    0.00    0.00       4         std::__detail::_Hash_code_base<unsigned long long, std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, std::__detail::_Select1st, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h2() const [3989]
                0.00    0.00       4/4           std::__detail::_Hashtable_ebo_helper<2, std::__detail::_Mod_range_hashing, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<2, std::__detail::_Mod_range_hashing, true> const&) [4012]
-----------------------------------------------
                0.00    0.00       1/4           std::__detail::_Hash_code_base<unsigned long long, std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, std::__detail::_Select1st, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false> const*, unsigned long long) const [4244]
                0.00    0.00       3/4           std::__detail::_Hash_code_base<unsigned long long, std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, std::__detail::_Select1st, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned long long const&, unsigned long long, unsigned long long) const [4047]
[3990]   0.0    0.00    0.00       4         std::__detail::_Mod_range_hashing::operator()(unsigned long long, unsigned long long) const [3990]
-----------------------------------------------
                0.00    0.00       1/4           std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false> > >::_M_allocate_node<std::pair<unsigned long long, std::shared_ptr<RenderSystem> > >(std::pair<unsigned long long, std::shared_ptr<RenderSystem> >&&) [4340]
                0.00    0.00       1/4           std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false> > >::_M_allocate_node<std::pair<unsigned long long, std::shared_ptr<MovementSystem> > >(std::pair<unsigned long long, std::shared_ptr<MovementSystem> >&&) [4341]
                0.00    0.00       2/4           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false> > >::_M_deallocate_node(std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false>*) [4166]
[3991]   0.0    0.00    0.00       4         std::allocator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > >::allocator<std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false> >(std::allocator<std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false> > const&) [3991]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > >::new_allocator() [3979]
-----------------------------------------------
                0.00    0.00       1/4           std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false> > >::_M_allocate_node<std::pair<unsigned long long, std::shared_ptr<RenderSystem> > >(std::pair<unsigned long long, std::shared_ptr<RenderSystem> >&&) [4340]
                0.00    0.00       1/4           std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false> > >::_M_allocate_node<std::pair<unsigned long long, std::shared_ptr<MovementSystem> > >(std::pair<unsigned long long, std::shared_ptr<MovementSystem> >&&) [4341]
                0.00    0.00       2/4           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false> > >::_M_deallocate_node(std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false>*) [4166]
[3992]   0.0    0.00    0.00       4         std::allocator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > >::~allocator() [3992]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > >::~new_allocator() [3980]
-----------------------------------------------
                0.00    0.00       4/4           entityx::BaseComponentHelper** std::__copy_move_a<true, entityx::BaseComponentHelper**, entityx::BaseComponentHelper**>(entityx::BaseComponentHelper**, entityx::BaseComponentHelper**, entityx::BaseComponentHelper**) [4014]
[3993]   0.0    0.00    0.00       4         entityx::BaseComponentHelper** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<entityx::BaseComponentHelper*>(entityx::BaseComponentHelper* const*, entityx::BaseComponentHelper* const*, entityx::BaseComponentHelper**) [3993]
-----------------------------------------------
                0.00    0.00       4/4           entityx::BasePool** std::__copy_move_a<true, entityx::BasePool**, entityx::BasePool**>(entityx::BasePool**, entityx::BasePool**, entityx::BasePool**) [4015]
[3994]   0.0    0.00    0.00       4         entityx::BasePool** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<entityx::BasePool*>(entityx::BasePool* const*, entityx::BasePool* const*, entityx::BasePool**) [3994]
-----------------------------------------------
                0.00    0.00       4/4           char** std::__copy_move_a<true, char**, char**>(char**, char**, char**) [4016]
[3995]   0.0    0.00    0.00       4         char** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<char*>(char* const*, char* const*, char**) [3995]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Destroy<entityx::BaseComponentHelper**>(entityx::BaseComponentHelper**, entityx::BaseComponentHelper**) [4037]
[3996]   0.0    0.00    0.00       4         void std::_Destroy_aux<true>::__destroy<entityx::BaseComponentHelper**>(entityx::BaseComponentHelper**, entityx::BaseComponentHelper**) [3996]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Destroy<entityx::BasePool**>(entityx::BasePool**, entityx::BasePool**) [4039]
[3997]   0.0    0.00    0.00       4         void std::_Destroy_aux<true>::__destroy<entityx::BasePool**>(entityx::BasePool**, entityx::BasePool**) [3997]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Destroy<char**>(char**, char**) [4041]
[3998]   0.0    0.00    0.00       4         void std::_Destroy_aux<true>::__destroy<char**>(char**, char**) [3998]
-----------------------------------------------
                0.00    0.00       2/4           std::_Vector_base<char*, std::allocator<char*> >::~_Vector_base() [4128]
                0.00    0.00       2/4           void std::vector<char*, std::allocator<char*> >::_M_realloc_insert<char* const&>(__gnu_cxx::__normal_iterator<char**, std::vector<char*, std::allocator<char*> > >, char* const&) [4155]
[3999]   0.0    0.00    0.00       4         std::_Vector_base<char*, std::allocator<char*> >::_M_deallocate(char**, unsigned long long) [3999]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<char*> >::deallocate(std::allocator<char*>&, char**, unsigned long long) [4143]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >, std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > > >::_M_default_append(unsigned long long) [3958]
[4000]   0.0    0.00    0.00       4         std::_Vector_base<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >, std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > > >::_M_allocate(unsigned long long) [4000]
                0.00    0.00       4/4           std::allocator_traits<std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > > >::allocate(std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > >&, unsigned long long) [4005]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::max_size() const [3985]
[4001]   0.0    0.00    0.00       4         std::allocator_traits<std::allocator<entityx::BaseComponentHelper*> >::max_size(std::allocator<entityx::BaseComponentHelper*> const&) [4001]
                0.00    0.00       4/6           __gnu_cxx::new_allocator<entityx::BaseComponentHelper*>::max_size() const [3926]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::max_size() const [3986]
[4002]   0.0    0.00    0.00       4         std::allocator_traits<std::allocator<entityx::BasePool*> >::max_size(std::allocator<entityx::BasePool*> const&) [4002]
                0.00    0.00       4/6           __gnu_cxx::new_allocator<entityx::BasePool*>::max_size() const [3927]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<char*, std::allocator<char*> >::max_size() const [3987]
[4003]   0.0    0.00    0.00       4         std::allocator_traits<std::allocator<char*> >::max_size(std::allocator<char*> const&) [4003]
                0.00    0.00       4/6           __gnu_cxx::new_allocator<char*>::max_size() const [3928]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >, std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > > >::_M_deallocate(std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*, unsigned long long) [3974]
[4004]   0.0    0.00    0.00       4         std::allocator_traits<std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > > >::deallocate(std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > >&, std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*, unsigned long long) [4004]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > >::deallocate(std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*, unsigned long long) [3977]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >, std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > > >::_M_allocate(unsigned long long) [4000]
[4005]   0.0    0.00    0.00       4         std::allocator_traits<std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > > >::allocate(std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > >&, unsigned long long) [4005]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > >::allocate(unsigned long long, void const*) [3978]
-----------------------------------------------
                0.00    0.00       4/4           std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >* std::uninitialized_copy<std::move_iterator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*>, std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*>(std::move_iterator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*>, std::move_iterator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*>, std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*) [4023]
[4006]   0.0    0.00    0.00       4         std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*>, std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*>(std::move_iterator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*>, std::move_iterator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*>, std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*) [4006]
                0.00    0.00      11/11          bool std::operator!=<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*>(std::move_iterator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*> const&, std::move_iterator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*> const&) [3863]
                0.00    0.00       7/7           std::move_iterator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*>::operator*() const [3911]
                0.00    0.00       7/26          std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >* std::__addressof<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > >(std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >&) [3807]
                0.00    0.00       7/7           void std::_Construct<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >, std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > >(std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*, std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >&&) [3915]
                0.00    0.00       7/7           std::move_iterator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*>::operator++() [3914]
-----------------------------------------------
                0.00    0.00       4/4           entityx::BaseComponentHelper** std::uninitialized_copy<std::move_iterator<entityx::BaseComponentHelper**>, entityx::BaseComponentHelper**>(std::move_iterator<entityx::BaseComponentHelper**>, std::move_iterator<entityx::BaseComponentHelper**>, entityx::BaseComponentHelper**) [4020]
[4007]   0.0    0.00    0.00       4         entityx::BaseComponentHelper** std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<entityx::BaseComponentHelper**>, entityx::BaseComponentHelper**>(std::move_iterator<entityx::BaseComponentHelper**>, std::move_iterator<entityx::BaseComponentHelper**>, entityx::BaseComponentHelper**) [4007]
                0.00    0.00       4/4           entityx::BaseComponentHelper** std::copy<std::move_iterator<entityx::BaseComponentHelper**>, entityx::BaseComponentHelper**>(std::move_iterator<entityx::BaseComponentHelper**>, std::move_iterator<entityx::BaseComponentHelper**>, entityx::BaseComponentHelper**) [4032]
-----------------------------------------------
                0.00    0.00       4/4           entityx::BasePool** std::uninitialized_copy<std::move_iterator<entityx::BasePool**>, entityx::BasePool**>(std::move_iterator<entityx::BasePool**>, std::move_iterator<entityx::BasePool**>, entityx::BasePool**) [4021]
[4008]   0.0    0.00    0.00       4         entityx::BasePool** std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<entityx::BasePool**>, entityx::BasePool**>(std::move_iterator<entityx::BasePool**>, std::move_iterator<entityx::BasePool**>, entityx::BasePool**) [4008]
                0.00    0.00       4/4           entityx::BasePool** std::copy<std::move_iterator<entityx::BasePool**>, entityx::BasePool**>(std::move_iterator<entityx::BasePool**>, std::move_iterator<entityx::BasePool**>, entityx::BasePool**) [4033]
-----------------------------------------------
                0.00    0.00       4/4           char** std::uninitialized_copy<std::move_iterator<char**>, char**>(std::move_iterator<char**>, std::move_iterator<char**>, char**) [4022]
[4009]   0.0    0.00    0.00       4         char** std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<char**>, char**>(std::move_iterator<char**>, std::move_iterator<char**>, char**) [4009]
                0.00    0.00       4/4           char** std::copy<std::move_iterator<char**>, char**>(std::move_iterator<char**>, std::move_iterator<char**>, char**) [4034]
-----------------------------------------------
                0.00    0.00       2/4           entityx::BasePool::~BasePool() [4073]
                0.00    0.00       2/4           std::vector<char*, std::allocator<char*> >::push_back(char* const&) [4156]
[4010]   0.0    0.00    0.00       4         std::vector<char*, std::allocator<char*> >::end() [4010]
                0.00    0.00       4/8           __gnu_cxx::__normal_iterator<char**, std::vector<char*, std::allocator<char*> > >::__normal_iterator(char** const&) [3876]
-----------------------------------------------
                0.00    0.00       2/4           entityx::BasePool::~BasePool() [4073]
                0.00    0.00       2/4           void std::vector<char*, std::allocator<char*> >::_M_realloc_insert<char* const&>(__gnu_cxx::__normal_iterator<char**, std::vector<char*, std::allocator<char*> > >, char* const&) [4155]
[4011]   0.0    0.00    0.00       4         std::vector<char*, std::allocator<char*> >::begin() [4011]
                0.00    0.00       4/8           __gnu_cxx::__normal_iterator<char**, std::vector<char*, std::allocator<char*> > >::__normal_iterator(char** const&) [3876]
-----------------------------------------------
                0.00    0.00       4/4           std::__detail::_Hash_code_base<unsigned long long, std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, std::__detail::_Select1st, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h2() const [3989]
[4012]   0.0    0.00    0.00       4         std::__detail::_Hashtable_ebo_helper<2, std::__detail::_Mod_range_hashing, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<2, std::__detail::_Mod_range_hashing, true> const&) [4012]
-----------------------------------------------
                0.00    0.00       1/4           std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false> > >::_M_allocate_node<std::pair<unsigned long long, std::shared_ptr<RenderSystem> > >(std::pair<unsigned long long, std::shared_ptr<RenderSystem> >&&) [4340]
                0.00    0.00       1/4           std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false> > >::_M_allocate_node<std::pair<unsigned long long, std::shared_ptr<MovementSystem> > >(std::pair<unsigned long long, std::shared_ptr<MovementSystem> >&&) [4341]
                0.00    0.00       2/4           std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false>* std::addressof<std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false> >(std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false>&) [4181]
[4013]   0.0    0.00    0.00       4         std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false>* std::__addressof<std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false> >(std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false>&) [4013]
-----------------------------------------------
                0.00    0.00       4/4           entityx::BaseComponentHelper** std::__copy_move_a2<true, entityx::BaseComponentHelper**, entityx::BaseComponentHelper**>(entityx::BaseComponentHelper**, entityx::BaseComponentHelper**, entityx::BaseComponentHelper**) [4017]
[4014]   0.0    0.00    0.00       4         entityx::BaseComponentHelper** std::__copy_move_a<true, entityx::BaseComponentHelper**, entityx::BaseComponentHelper**>(entityx::BaseComponentHelper**, entityx::BaseComponentHelper**, entityx::BaseComponentHelper**) [4014]
                0.00    0.00       4/4           entityx::BaseComponentHelper** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<entityx::BaseComponentHelper*>(entityx::BaseComponentHelper* const*, entityx::BaseComponentHelper* const*, entityx::BaseComponentHelper**) [3993]
-----------------------------------------------
