Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.43     0.00        1     0.00     0.00  std::__detail::_Hash_code_base<unsigned long long, std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, std::__detail::_Select1st, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false> const*, unsigned long long) const
  0.00      0.43     0.00        1     0.00     0.00  std::__detail::_Hash_node_value_base<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > >::_M_v() const
  0.00      0.43     0.00        1     0.00     0.00  std::__detail::_Hash_node_value_base<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > >::_M_valptr() const
  0.00      0.43     0.00        1     0.00     0.00  std::allocator<std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false> >::allocator()
  0.00      0.43     0.00        1     0.00     0.00  std::allocator<std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false> >::~allocator()
  0.00      0.43     0.00        1     0.00     0.00  std::allocator<entityx::BaseComponentHelper*>::allocator()
  0.00      0.43     0.00        1     0.00     0.00  std::allocator<entityx::BaseComponentHelper*>::~allocator()
  0.00      0.43     0.00        1     0.00     0.00  std::allocator<entityx::BasePool*>::allocator()
  0.00      0.43     0.00        1     0.00     0.00  std::allocator<entityx::BasePool*>::~allocator()
  0.00      0.43     0.00        1     0.00     0.00  std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > >::allocator()
  0.00      0.43     0.00        1     0.00     0.00  std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > >::~allocator()
  0.00      0.43     0.00        1     0.00     0.00  std::allocator<std::bitset<64ull> >::allocator()
  0.00      0.43     0.00        1     0.00     0.00  std::allocator<std::bitset<64ull> >::~allocator()
  0.00      0.43     0.00        1     0.00     0.00  std::pair<std::__detail::_Node_iterator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false, false>, bool> std::_Hashtable<unsigned long long, std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, std::allocator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > >, std::__detail::_Select1st, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_emplace<std::pair<unsigned long long, std::shared_ptr<RenderSystem> > >(std::integral_constant<bool, true>, std::pair<unsigned long long, std::shared_ptr<RenderSystem> >&&)
  0.00      0.43     0.00        1     0.00     0.00  std::pair<std::__detail::_Node_iterator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false, false>, bool> std::_Hashtable<unsigned long long, std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, std::allocator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > >, std::__detail::_Select1st, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_emplace<std::pair<unsigned long long, std::shared_ptr<MovementSystem> > >(std::integral_constant<bool, true>, std::pair<unsigned long long, std::shared_ptr<MovementSystem> >&&)
  0.00      0.43     0.00        1     0.00     0.00  std::_Hashtable<unsigned long long, std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, std::allocator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > >, std::__detail::_Select1st, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash_aux(unsigned long long, std::integral_constant<bool, true>)
  0.00      0.43     0.00        1     0.00     0.00  std::_Hashtable<unsigned long long, std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, std::allocator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > >, std::__detail::_Select1st, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_allocate_buckets(unsigned long long)
  0.00      0.43     0.00        1     0.00     0.00  std::_Hashtable<unsigned long long, std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, std::allocator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > >, std::__detail::_Select1st, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear()
  0.00      0.43     0.00        1     0.00     0.00  std::_Hashtable<unsigned long long, std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, std::allocator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > >, std::__detail::_Select1st, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash(unsigned long long, unsigned long long const&)
  0.00      0.43     0.00        1     0.00     0.00  std::_Hashtable<unsigned long long, std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, std::allocator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > >, std::__detail::_Select1st, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable()
  0.00      0.43     0.00        1     0.00     0.00  std::_Hashtable<unsigned long long, std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, std::allocator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > >, std::__detail::_Select1st, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable()
  0.00      0.43     0.00        1     0.00     0.00  unsigned long long const& std::__pair_get<0ull>::__const_get<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >(std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > const&)
  0.00      0.43     0.00        1     0.00     0.00  std::shared_ptr<RenderSystem>::shared_ptr<RenderSystem, void>(RenderSystem*)
  0.00      0.43     0.00        1     0.00     0.00  std::shared_ptr<MovementSystem>::shared_ptr<MovementSystem, void>(MovementSystem*)
  0.00      0.43     0.00        1     0.00     0.00  std::shared_ptr<entityx::BaseSystem>::shared_ptr<RenderSystem, void>(std::shared_ptr<RenderSystem>&&)
  0.00      0.43     0.00        1     0.00     0.00  std::shared_ptr<entityx::BaseSystem>::shared_ptr<MovementSystem, void>(std::shared_ptr<MovementSystem>&&)
  0.00      0.43     0.00        1     0.00     0.00  std::_Base_bitset<2ull>::_M_do_set()
  0.00      0.43     0.00        1     0.00     0.00  std::_Base_bitset<2ull>::_M_hiword()
  0.00      0.43     0.00        1     0.00     0.00  std::_Vector_base<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::_Vector_impl::_Vector_impl()
  0.00      0.43     0.00        1     0.00     0.00  std::_Vector_base<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::_Vector_impl::~_Vector_impl()
  0.00      0.43     0.00        1     0.00     0.00  std::_Vector_base<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::_Vector_base()
  0.00      0.43     0.00        1     0.00     0.00  std::_Vector_base<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::~_Vector_base()
  0.00      0.43     0.00        1     0.00     0.00  std::_Vector_base<entityx::BasePool*, std::allocator<entityx::BasePool*> >::_Vector_impl::_Vector_impl()
  0.00      0.43     0.00        1     0.00     0.00  std::_Vector_base<entityx::BasePool*, std::allocator<entityx::BasePool*> >::_Vector_impl::~_Vector_impl()
  0.00      0.43     0.00        1     0.00     0.00  std::_Vector_base<entityx::BasePool*, std::allocator<entityx::BasePool*> >::_Vector_base()
  0.00      0.43     0.00        1     0.00     0.00  std::_Vector_base<entityx::BasePool*, std::allocator<entityx::BasePool*> >::~_Vector_base()
  0.00      0.43     0.00        1     0.00     0.00  std::_Vector_base<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >, std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > > >::_Vector_impl::_Vector_impl()
  0.00      0.43     0.00        1     0.00     0.00  std::_Vector_base<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >, std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > > >::_Vector_impl::~_Vector_impl()
  0.00      0.43     0.00        1     0.00     0.00  std::_Vector_base<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >, std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > > >::_Vector_base()
  0.00      0.43     0.00        1     0.00     0.00  std::_Vector_base<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >, std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > > >::~_Vector_base()
  0.00      0.43     0.00        1     0.00     0.00  std::_Vector_base<std::bitset<64ull>, std::allocator<std::bitset<64ull> > >::_Vector_impl::_Vector_impl()
  0.00      0.43     0.00        1     0.00     0.00  std::_Vector_base<std::bitset<64ull>, std::allocator<std::bitset<64ull> > >::_Vector_impl::~_Vector_impl()
  0.00      0.43     0.00        1     0.00     0.00  std::_Vector_base<std::bitset<64ull>, std::allocator<std::bitset<64ull> > >::_Vector_base()
  0.00      0.43     0.00        1     0.00     0.00  std::_Vector_base<std::bitset<64ull>, std::allocator<std::bitset<64ull> > >::~_Vector_base()
  0.00      0.43     0.00        1     0.00     0.00  std::enable_if<!std::__shared_ptr<RenderSystem, (__gnu_cxx::_Lock_policy)2>::__has_esft_base<RenderSystem, void>::value, void>::type std::__shared_ptr<RenderSystem, (__gnu_cxx::_Lock_policy)2>::_M_enable_shared_from_this_with<RenderSystem, RenderSystem>(RenderSystem*)
  0.00      0.43     0.00        1     0.00     0.00  std::__shared_ptr<RenderSystem, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<RenderSystem, void>(RenderSystem*)
  0.00      0.43     0.00        1     0.00     0.00  std::enable_if<!std::__shared_ptr<MovementSystem, (__gnu_cxx::_Lock_policy)2>::__has_esft_base<MovementSystem, void>::value, void>::type std::__shared_ptr<MovementSystem, (__gnu_cxx::_Lock_policy)2>::_M_enable_shared_from_this_with<MovementSystem, MovementSystem>(MovementSystem*)
  0.00      0.43     0.00        1     0.00     0.00  std::__shared_ptr<MovementSystem, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<MovementSystem, void>(MovementSystem*)
  0.00      0.43     0.00        1     0.00     0.00  std::__shared_ptr<entityx::BaseSystem, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<RenderSystem, void>(std::__shared_ptr<RenderSystem, (__gnu_cxx::_Lock_policy)2>&&)
  0.00      0.43     0.00        1     0.00     0.00  std::__shared_ptr<entityx::BaseSystem, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<MovementSystem, void>(std::__shared_ptr<MovementSystem, (__gnu_cxx::_Lock_policy)2>&&)
  0.00      0.43     0.00        1     0.00     0.00  std::pair<std::__detail::_Node_iterator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false, false>, bool> std::unordered_map<unsigned long long, std::shared_ptr<entityx::BaseSystem>, std::hash<unsigned long long>, std::equal_to<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > > >::insert<std::pair<unsigned long long, std::shared_ptr<RenderSystem> >, void>(std::pair<unsigned long long, std::shared_ptr<RenderSystem> >&&)
  0.00      0.43     0.00        1     0.00     0.00  std::pair<std::__detail::_Node_iterator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false, false>, bool> std::unordered_map<unsigned long long, std::shared_ptr<entityx::BaseSystem>, std::hash<unsigned long long>, std::equal_to<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > > >::insert<std::pair<unsigned long long, std::shared_ptr<MovementSystem> >, void>(std::pair<unsigned long long, std::shared_ptr<MovementSystem> >&&)
  0.00      0.43     0.00        1     0.00     0.00  std::unordered_map<unsigned long long, std::shared_ptr<entityx::BaseSystem>, std::hash<unsigned long long>, std::equal_to<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > > >::unordered_map()
  0.00      0.43     0.00        1     0.00     0.00  std::unordered_map<unsigned long long, std::shared_ptr<entityx::BaseSystem>, std::hash<unsigned long long>, std::equal_to<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > > >::~unordered_map()
  0.00      0.43     0.00        1     0.00     0.00  std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<RenderSystem*>(RenderSystem*)
  0.00      0.43     0.00        1     0.00     0.00  std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<RenderSystem*>(RenderSystem*, std::integral_constant<bool, false>)
  0.00      0.43     0.00        1     0.00     0.00  std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<MovementSystem*>(MovementSystem*)
  0.00      0.43     0.00        1     0.00     0.00  std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<MovementSystem*>(MovementSystem*, std::integral_constant<bool, false>)
  0.00      0.43     0.00        1     0.00     0.00  std::pointer_traits<std::__detail::_Hash_node_base**>::pointer_to(std::__detail::_Hash_node_base*&)
  0.00      0.43     0.00        1     0.00     0.00  std::_Sp_counted_ptr<RenderSystem*, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  0.00      0.43     0.00        1     0.00     0.00  std::_Sp_counted_ptr<RenderSystem*, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  0.00      0.43     0.00        1     0.00     0.00  std::_Sp_counted_ptr<RenderSystem*, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr(RenderSystem*)
  0.00      0.43     0.00        1     0.00     0.00  std::_Sp_counted_ptr<RenderSystem*, (__gnu_cxx::_Lock_policy)2>::~_Sp_counted_ptr()
  0.00      0.43     0.00        1     0.00     0.00  std::_Sp_counted_ptr<RenderSystem*, (__gnu_cxx::_Lock_policy)2>::~_Sp_counted_ptr()
  0.00      0.43     0.00        1     0.00     0.00  std::_Sp_counted_ptr<MovementSystem*, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  0.00      0.43     0.00        1     0.00     0.00  std::_Sp_counted_ptr<MovementSystem*, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  0.00      0.43     0.00        1     0.00     0.00  std::_Sp_counted_ptr<MovementSystem*, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr(MovementSystem*)
  0.00      0.43     0.00        1     0.00     0.00  std::_Sp_counted_ptr<MovementSystem*, (__gnu_cxx::_Lock_policy)2>::~_Sp_counted_ptr()
  0.00      0.43     0.00        1     0.00     0.00  std::_Sp_counted_ptr<MovementSystem*, (__gnu_cxx::_Lock_policy)2>::~_Sp_counted_ptr()
  0.00      0.43     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<std::__detail::_Hash_node_base*> >::deallocate(std::allocator<std::__detail::_Hash_node_base*>&, std::__detail::_Hash_node_base**, unsigned long long)
  0.00      0.43     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<std::__detail::_Hash_node_base*> >::allocate(std::allocator<std::__detail::_Hash_node_base*>&, unsigned long long)
  0.00      0.43     0.00        1     0.00     0.00  void std::allocator_traits<std::allocator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > > >::construct<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, std::pair<unsigned long long, std::shared_ptr<RenderSystem> > >(std::allocator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > >&, std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >*, std::pair<unsigned long long, std::shared_ptr<RenderSystem> >&&)
  0.00      0.43     0.00        1     0.00     0.00  void std::allocator_traits<std::allocator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > > >::construct<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, std::pair<unsigned long long, std::shared_ptr<MovementSystem> > >(std::allocator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > >&, std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >*, std::pair<unsigned long long, std::shared_ptr<MovementSystem> >&&)
  0.00      0.43     0.00        1     0.00     0.00  std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >::pair<unsigned long long, std::shared_ptr<RenderSystem>, true>(std::pair<unsigned long long, std::shared_ptr<RenderSystem> >&&)
  0.00      0.43     0.00        1     0.00     0.00  std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >::pair<unsigned long long, std::shared_ptr<MovementSystem>, true>(std::pair<unsigned long long, std::shared_ptr<MovementSystem> >&&)
  0.00      0.43     0.00        1     0.00     0.00  std::pair<unsigned long long, std::shared_ptr<RenderSystem> >::pair<unsigned long long, std::shared_ptr<RenderSystem>&, true>(unsigned long long&&, std::shared_ptr<RenderSystem>&)
  0.00      0.43     0.00        1     0.00     0.00  std::pair<unsigned long long, std::shared_ptr<RenderSystem> >::~pair()
  0.00      0.43     0.00        1     0.00     0.00  std::pair<unsigned long long, std::shared_ptr<MovementSystem> >::pair<unsigned long long, std::shared_ptr<MovementSystem>&, true>(unsigned long long&&, std::shared_ptr<MovementSystem>&)
  0.00      0.43     0.00        1     0.00     0.00  std::pair<unsigned long long, std::shared_ptr<MovementSystem> >::~pair()
  0.00      0.43     0.00        1     0.00     0.00  std::bitset<64ull>::_M_do_sanitize()
  0.00      0.43     0.00        1     0.00     0.00  std::bitset<64ull>::set()
  0.00      0.43     0.00        1     0.00     0.00  std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::_M_erase_at_end(entityx::BaseComponentHelper**)
  0.00      0.43     0.00        1     0.00     0.00  std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::clear()
  0.00      0.43     0.00        1     0.00     0.00  std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::vector()
  0.00      0.43     0.00        1     0.00     0.00  std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::~vector()
  0.00      0.43     0.00        1     0.00     0.00  std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::_M_erase_at_end(entityx::BasePool**)
  0.00      0.43     0.00        1     0.00     0.00  std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::clear()
  0.00      0.43     0.00        1     0.00     0.00  std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::vector()
  0.00      0.43     0.00        1     0.00     0.00  std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::~vector()
  0.00      0.43     0.00        1     0.00     0.00  std::vector<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >, std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > > >::vector()
  0.00      0.43     0.00        1     0.00     0.00  std::vector<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >, std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > > >::~vector()
  0.00      0.43     0.00        1     0.00     0.00  std::vector<std::bitset<64ull>, std::allocator<std::bitset<64ull> > >::_M_erase_at_end(std::bitset<64ull>*)
  0.00      0.43     0.00        1     0.00     0.00  std::vector<std::bitset<64ull>, std::allocator<std::bitset<64ull> > >::clear()
  0.00      0.43     0.00        1     0.00     0.00  std::vector<std::bitset<64ull>, std::allocator<std::bitset<64ull> > >::vector()
  0.00      0.43     0.00        1     0.00     0.00  std::vector<std::bitset<64ull>, std::allocator<std::bitset<64ull> > >::~vector()
  0.00      0.43     0.00        1     0.00     0.00  std::__detail::_Hash_node_base::_Hash_node_base()
  0.00      0.43     0.00        1     0.00     0.00  std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false> > >::_M_allocate_node<std::pair<unsigned long long, std::shared_ptr<RenderSystem> > >(std::pair<unsigned long long, std::shared_ptr<RenderSystem> >&&)
  0.00      0.43     0.00        1     0.00     0.00  std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false> > >::_M_allocate_node<std::pair<unsigned long long, std::shared_ptr<MovementSystem> > >(std::pair<unsigned long long, std::shared_ptr<MovementSystem> >&&)
  0.00      0.43     0.00        1     0.00     0.00  std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false> > >::_M_allocate_buckets(unsigned long long)
  0.00      0.43     0.00        1     0.00     0.00  std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false>*)
  0.00      0.43     0.00        1     0.00     0.00  std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long long)
  0.00      0.43     0.00        1     0.00     0.00  std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false> > >::_Hashtable_alloc()
  0.00      0.43     0.00        1     0.00     0.00  std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false> > >::~_Hashtable_alloc()
  0.00      0.43     0.00        1     0.00     0.00  std::__detail::_Prime_rehash_policy::_Prime_rehash_policy(float)
  0.00      0.43     0.00        1     0.00     0.00  std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Select1st, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Select1st, true> const&)
  0.00      0.43     0.00        1     0.00     0.00  std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false> >, true>::_Hashtable_ebo_helper()
  0.00      0.43     0.00        1     0.00     0.00  std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false> >, true>::~_Hashtable_ebo_helper()
  0.00      0.43     0.00        1     0.00     0.00  std::pair<std::__detail::_Node_iterator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false, false>, bool> std::__detail::_Insert<unsigned long long, std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, std::allocator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > >, std::__detail::_Select1st, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, false>::insert<std::pair<unsigned long long, std::shared_ptr<RenderSystem> >, void>(std::pair<unsigned long long, std::shared_ptr<RenderSystem> >&&)
  0.00      0.43     0.00        1     0.00     0.00  std::pair<std::__detail::_Node_iterator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, false, false>, bool> std::__detail::_Insert<unsigned long long, std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> >, std::allocator<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > >, std::__detail::_Select1st, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, false>::insert<std::pair<unsigned long long, std::shared_ptr<MovementSystem> >, void>(std::pair<unsigned long long, std::shared_ptr<MovementSystem> >&&)
  0.00      0.43     0.00        1     0.00     0.00  std::_Sanitize<0ull>::_S_do_sanitize(unsigned long)
  0.00      0.43     0.00        1     0.00     0.00  std::tuple_element<0ull, std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > >::type const& std::get<0ull, unsigned long long const, std::shared_ptr<entityx::BaseSystem> >(std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > const&)
  0.00      0.43     0.00        1     0.00     0.00  std::remove_reference<std::shared_ptr<RenderSystem>&>::type&& std::move<std::shared_ptr<RenderSystem>&>(std::shared_ptr<RenderSystem>&)
  0.00      0.43     0.00        1     0.00     0.00  std::remove_reference<std::shared_ptr<MovementSystem>&>::type&& std::move<std::shared_ptr<MovementSystem>&>(std::shared_ptr<MovementSystem>&)
  0.00      0.43     0.00        1     0.00     0.00  std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > const& std::forward<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > const&>(std::remove_reference<std::pair<unsigned long long const, std::shared_ptr<entityx::BaseSystem> > const&>::type&)
  0.00      0.43     0.00        1     0.00     0.00  SDL_Renderer*& std::forward<SDL_Renderer*&>(std::remove_reference<SDL_Renderer*&>::type&)
  0.00      0.43     0.00        1     0.00     0.00  std::shared_ptr<RenderSystem>&& std::forward<std::shared_ptr<RenderSystem> >(std::remove_reference<std::shared_ptr<RenderSystem> >::type&)
  0.00      0.43     0.00        1     0.00     0.00  std::shared_ptr<MovementSystem>&& std::forward<std::shared_ptr<MovementSystem> >(std::remove_reference<std::shared_ptr<MovementSystem> >::type&)
  0.00      0.43     0.00        1     0.00     0.00  std::__detail::_Hash_node_base** std::addressof<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base*&)
  0.00      0.43     0.00        1     0.00     0.00  std::pair<std::__decay_and_strip<unsigned long long>::__type, std::__decay_and_strip<std::shared_ptr<RenderSystem>&>::__type> std::make_pair<unsigned long long, std::shared_ptr<RenderSystem>&>(unsigned long long&&, std::shared_ptr<RenderSystem>&)
  0.00      0.43     0.00        1     0.00     0.00  std::pair<std::__decay_and_strip<unsigned long long>::__type, std::__decay_and_strip<std::shared_ptr<MovementSystem>&>::__type> std::make_pair<unsigned long long, std::shared_ptr<MovementSystem>&>(unsigned long long&&, std::shared_ptr<MovementSystem>&)

 %         the percentage of the total running time of the
time       program used by this function.

